시군명,명칭,전화번호,소재주소,위도,경도,카테고리
양평군,양평 양떼목장,010-4799-8541,경기도 양평군 은고갯길 112,37.51542129,127.62881920000001,체험
평택시,밝은세상영농조합,031-683-0981,경기도 평택시 포승읍 충열길 37,36.97104842,126.87355559999999,체험
여주시,여주해바라기체험마을,031-886-8668,경기도 여주시 강천면 부평로 368,37.284439299999995,127.740525,체험
이천시,이천자채방아마을,031-634-4283,경기도 이천시 대월면 대월로358번길 168-24,37.19114449,127.50701950000001,체험
의왕시,승림식물원,031-426-2557,경기도 의왕시 청계동 546-1,37.39410672,127.0094996,체험
여주시,도리늘향골마을,010-9174-7876,경기도 여주시 점동면 도리 133-1,37.22625901,127.70749769999999,체험
양평군,옹달샘꽃누름마을,031-773-3098,경기도 양평군 용문면 궁촌길29번길 12-1,37.46204507,127.608057,체험
여주시,루돌프(사슴마을),010-5245-1927,경기도 여주시 금사면 금품2로 483,37.37621697,127.4728472,체험
여주시,여성생활사박물관,031-882-8100,경기도 여주시 강천면 강천로 324-20,37.24252242,127.7081456,체험
여주시,신륵사,031-885-2505,경기도 여주시 여주읍 신륵사길 73,37.29742052,127.6599489,체험
안성시,선비마을,031-672-6875,경기도 안성시 양성면 덕봉길 45,37.04473877,127.18765479999999,체험
안성시,너리굴문화마을,031-675-2171,경기도 안성시 보개면 너리굴길100,37.04072495,127.2787777,체험
안성시,아트센터마노,031-676-7815,경기도 안성시 보개면 나마당로 196-33,,,체험
김포시,다도박물관,031-998-1000,경기도 김포시 월곶면 애기봉로 275번길 187-49,37.73753694,126.5744441,체험
여주시,여주한지문화체험학교,031-886-0135,경기도 여주시 점동면 안평로 296,37.20214208,127.7116971,체험
이천시,이천청학서당,031-637-1000,경기도 이천시 마장면 이섭대천로 155번길 100,37.22000319,127.3914101,체험
파주시,벽초지문화수목원체험장'도야',031-948-5787,경기도 파주시 광탄면 창만리 166-1,37.80083641,126.87339509999998,체험
파주시,자운서원,031-958-1749,경기도 파주시 자운서원로 204,37.86613508,126.870989,체험
이천시,꾸메숲버섯나라,507-1452-3427,경기도 이천시 모가면 서경리 150-1,37.15739507,127.4861004,체험
화성시,에이원승마클럽,031-291-5426,경기도 화성시 봉담읍 생수길96,37.19303681,126.9471612,체험
화성시,또나따목장,031-356-1602,경기도 화성시 마도면 마도로 223-19,37.18723257,126.7294229,체험
화성시,돌샘터목장,031-358-5382,경기도 화성시 우정읍 석천안길 102-27,,,체험
연천군,애심목장,031-834-3601,경기도 연천군 연천읍 와초길 10-36,38.13988733,127.09355459999999,체험
평택시,평택시농업기술센터,031-8024-4631,경기도 평택시 오성면 숙성리 96,37.01427206,126.9808811,체험
남양주시,남양주시화도푸른물센터,031-590-4660,경기도 남양주시 화도읍 폭포로 562,37.63155705,127.3469568,체험
남양주시,주필거미박물관,031-576-7908,경기도 남양주시 조안면 진중리 528,37.56712835,127.2824619,체험
의왕시,의왕자연학습공원,031-345-3533,경기도 의왕시 왕송못동로 307,37.30710897,126.95315420000001,체험
양평군,민물고기생태학습관,031-8008-6523,경기도 양평군 용문면 상광길 23-2,37.51195766,127.63888390000001,체험
안성시,안성허브마을,031-671-6969,경기도 안성시 삼죽면 국사봉로 641-12,37.06537477,127.35844750000001,체험
광주시,유정뜰농원,031-762-5210,경기도 광주시 도척면 유정리 347-1,37.29045869,127.3210837,체험
양평군,양평곤충박물관,031-775-8022,경기도 양평군 옥천면 경강로 1496,37.50919809,127.44918490000002,체험
양평군,마들가리마을,031-771-6432,경기도 양평군 양동면 양동로 572,37.49921959,127.70249790000001,체험
양평군,세미원,031-775-1835,경기도 양평군 양서면 양수로 93,37.54094097,127.32395659999999,체험
남양주시,주필거미박물관,031-576-7908,경기도 남양주시 조안면 진중리 528,37.56712835,127.2824619,체험
파주시,헤이리예술마을,031-946-8551,경기도 파주시 탄현면 헤이리마을길 82-105,37.78807106,126.7037375,체험
이천시,세라피아,031-631-6501,경기도 이천시 경충대로 2697번길 167-29,37.27406904,127.425927,체험
이천시,이천자채방아마을,031-634-4283,경기도 이천시 대월면 대월로358번길 168-24,37.19114449,127.50701950000001,체험
의왕시,의왕자연학습공원,031-345-3533,경기도 의왕시 왕송못동로 307,37.30710897,126.95315420000001,체험
여주시,신륵사,031-885-2505,경기도 여주시 신륵사길 73,37.29742052,127.6599489,체험
안성시,안성유별난마을,031-672-8600,경기도 안성시 대덕면 소내리 장수정길 12-22,37.04060489,127.23351720000001,체험
안산시,상록수된장마을,032-888-0706,경기도 안산시 단원구 대부황금로 717,37.23815658,126.6152976,체험
가평군,버섯구지마을,031-584-9614,경기도 가평군 조종면 대보간선로 173,37.80934987,127.36423049999999,체험
가평군,아침고요 푸른마을,031-585-3633,경기도 가평군 상면 수목원로 262-22,37.75527403,127.35955009999999,체험
광명시,기아자동차 공장견학,02-801-3408,경기도 광명시 기아로 113,37.43626892,126.88737759999998,체험
광명시,금강정사 템플스테이,02-898-8200,경기도 광명시 설월로 58,37.44188021,126.87282809999999,체험
광명시,광명시노온정수장맑은물홍보관,02-2680-6270,경기도 광명시 밤일로 75,37.44910346,126.85629499999999,체험
고양시,고양 낙농 치즈 테마체험장,031-964-3057,경기도 고양시 덕양구 통일로 915-67,37.69774864,126.85362990000002,체험
용인시,용인곤충테마파크,031-321-8090,경기도 용인시 처인구 백암면 근삼리 274-7,37.14617833,127.3659655,체험
고양시,현대모터스튜디오고양,031-1899-6611,경기도 고양시 일산서구 킨텍스로 217-6,37.66610555,126.7476293,체험
수원시,플라잉수원,031-247-1300,경기도 수원시 팔달구 지동 255-4,37.28656812,127.02633770000001,체험
용인시,술샘,070-4218-5225,경기도 용인시 처인구 양지면 죽양대로 2298-1,37.23350202,127.2986095,체험
용인시,바운스트램폴린파크,070-8858-6433,경기도 용인시 기흥구 동백죽전대로175번길 6,37.25764149,127.1604459,체험
시흥시,배곧한울공원해수체험장,031-488-6961,경기도 시흥시 정왕동 2590,37.35465347,126.7020269,체험
파주시,아눔아트센터,031-955-9449,경기도 파주시 문발로 435,37.73143856,126.6913051,체험
안성시,안성 서일농원,031-673-3171,경기도 안성시 일죽면 금일로 332-17,37.08137613,127.47621550000001,체험
안성시,안성 서일농원,031-673-3171,경기도 안성시 일죽면 금일로 332-17,37.08137613,127.47621550000001,체험
광명시,광명동굴,070-4277-8902,경기도 광명시 가학로85번길 142,37.424668100000005,126.8634442,체험
광명시,광명동굴,070-4277-8902,경기도 광명시 가학로85번길 142,37.424668100000005,126.8634442,체험
안성시,안성미리내마을,010-9335-7821,경기도 안성시 양성면 미산1길 2,37.13858064,127.2586203,체험
안성시,인처골마을,031-677-0286,경기도 안성시 서운면 인처동길 38-7,36.94484456,127.27241780000001,체험
양주시,맹골마을,031-867-6978,경기도 양주시 남면 휴암로 443번길 29-6,37.89333729,126.9582067,체험
양주시,허브힐,031-866-7672,경기도 양주시 남면 양연로 305,37.93528989,127.0003909,체험
안산시,선감어촌체험마을,032-886-6133,경기도 안산시 단원구 개건너길 78,37.22057075,126.6299077,체험
김포시,수안산생태원,031-989-4547,경기도 김포시 대곶면 종생로 136번길 145,37.64056733,126.5956311,체험
광주시,산두른마을,031-762-0166,경기도 광주시 도척면 추곡길 38,37.27926235,127.291178,체험
광주시,퇴촌식물원,031-766-6517,경기도 광주시 퇴촌면 정영로 315,37.46729358,127.3260745,체험
가평군,물미연꽃마을,031-584-6926,경기도 가평군 설악면 미사리로645번길 185-90,37.71834691,127.52268190000001,체험
용인시,한터조랑말농장,031-332-3695,경기도 용인시 처인구 양지면 대대로 110,37.27120944,127.26529209999998,체험
용인시,용인 학일마을,031-334-7991,경기도 용인시 처인구 원삼면 학일로 117,37.14737668,127.28582069999999,체험
용인시,호박등불마을,010-5624-1044,경기도 용인시 처인구 모현면 능곡로56번길 7,37.33641035,127.1784021,체험
안성시,구메농사마을,070-7098-3096,경기도 안성시 죽산면 임꺽정길 51-7,37.02436334,127.4082382,체험
여주시,그린투어마을,031-881-5454,경기도 여주시 능서면 광대1길 10-1,37.26348611,127.57482959999999,체험
안성시,과채류마을,031-672-1951,경기도 안성시 미양면 신계 4길 20,36.96458914,127.17653529999998,체험
여주시,여주 팜스테이마을,031-886-5552,경기도 여주시 금사면 윗범실길 8-3,37.40874828,127.4745982,체험
양평군,산수유꽃마을,031-771-5010,경기도 양평군 개군면 산수유꽃길 88,37.43504556,127.57795039999999,체험
양평군,쌍겨리마을,031-771-9382,경기도 양평군 단월면 섬이길 274-12,37.62933003,127.5837967,체험
양평군,그린토피아과수마을,010-3484-4929,경기도 양평군 양서면 골용진길19번길 2-6,37.5573075,127.32862809999999,체험
포천시,축석자연농원,031-853-8444,경기도 포천시 소흘읍 이동교리 수목원로 1108,,,체험
화성시,반석산 에코스쿨,031-1577-4200,경기도 화성시 남양읍 시청로 159,37.19749051,126.8302682,체험
여주시,목아박물관,031-885-9952,경기도 여주시 강천면 이문안길 21,37.2885093,127.68815690000001,체험
파주시,볼거리나라,031-945-9119,경기도 파주시 문산읍 반구정로 36-13,37.86718507,126.758698,체험
이천시,세라피아,031-631-6501,경기도 이천시 경충대로 2697번길 167-29,37.27406904,127.425927,체험
연천군,나룻배마을,031-833-5005,경기도 연천군 왕징면 북삼로 98,38.09557838,127.0036924,체험
파주시,파주 산머루농원,,경기도 파주시 적성면 윗배우니길 441-25,37.96024784,126.95792040000002,체험
양주시,조명박물관,070-7780-8911,경기도 양주시 광적면 광적로 235-48,37.83610213,126.967524,체험
양주시,송암스페이스센터,031-894-6000,경기도 양주시 장흥면 권율로 185번길 103,37.73585174,126.94275259999998,체험
안산시,유리섬박물관,032-885-6262,경기도 안산시 단원구 부흥로 254,37.21978853,126.6023926,체험
시흥시,창조자연사박물관,031-435-1009,경기도 시흥시 두문로71번길 4,37.43372887,126.78647109999999,체험
김포시,다도박물관,031-998-1000,경기도 김포시 월곶면 애기봉로 275번길 187-49,37.73753694,126.5744441,체험
수원시,전통식생활체험관,031-247-3761,경기도 수원시 팔달구 정조로 893,37.28764484,127.01442949999999,체험
파주시,오두산통일전망대,031-956-9600,경기도 파주시 탄현면 필승로 369,37.77302559,126.67710179999999,체험
파주시,파주장단콩마을,031-953-7600,경기도 파주시 군내면 통일촌길 64,37.91071683,126.7333027,체험
연천군,선사체험마을,031-839-2206,경기도 연천군 전곡읍 양연로 1510,38.01564874,127.06145490000002,체험
양주시,청암민속박물관,031-855-5100,경기도 양주시 장흥면 권율로 83-5,37.72205774,126.94577209999999,체험
용인시,용인시박물관,031-324-4796,경기도 용인시 기흥구 동백 3로 79,37.27392025,127.15714679999999,체험
수원시,화성행궁,031-228-4480,경기도 수원시 팔달구 정조로 825,37.28188483,127.0143989,체험
여주시,이조도예 체험학습장,031-885-2108,경기도 여주시 평장길 55 이조도예,37.32069855,127.6427185,체험
파주시,파주평화통일체험학습장,031-959-4215,경기도 파주시 적성면 달빛길 54,37.97845312,126.91816180000001,체험
여주시,농업회사법인 l주l 은아목장,031-882-5868,경기도 여주시 가남읍 금당5길 139,37.21254618,127.62035690000002,체험
포천시,포천아트밸리 천문과학관,031-538-3488,경기도 포천시 신북면 아트밸리로 234,37.92344632,127.236496,체험
평택시,웃다리문화촌,031-667-0011,경기도 평택시 서탄면 금각리 용소금각로 438-14,37.06873949,127.0081905,체험
이천시,도립서당,031-634-3357,경기도 이천시 백사면 원적로775번길 38-92,37.3433945,127.4621787,체험
의왕시,참나무와도토리 청계학습장,031-426-8009,경기도 의왕시 원터아랫길 11-16 청계천연염색장,37.39479868,127.01602120000001,체험
양평군,환경재생조형박물관,031-772-7978,경기도 양평군 강상면 강남로 981,37.48360001,127.48341809999998,체험
안성시,풍산개마을,031-674-4348,경기도 안성시 삼죽면 계곡길 89,37.08707032,127.3813834,체험
김포시,김포함상공원,031-980-8300,경기도 김포시 대곶면 대명항1로110-36,37.64067164,126.5392752,체험
군포시,누리천문대,031-390-8674,경기도 군포시 대야2로 139,37.33031015,126.91536370000001,체험
고양시,쥬라리움 일산점,031-962-4500,경기도 고양시 덕양구 원당로 458번길 7-42,37.68859859,126.8549797,체험
용인시,용인농촌테마파크,031-324-4081,경기도 용인시 처인구 원삼면 농촌파크로 80-1 농촌테마파크,37.17101369,127.2971197,체험
수원시,kbs수원센터,031-219-8081,경기도 수원시 팔달구 인계로 123,37.27006261,127.03333310000001,체험
양평군,양평레일바이크,031-775-9911,경기도 양평군 용문면 용문로 277,37.47971162,127.58654740000001,체험
화성시,제부리마을,031-357-3808,경기도 화성시 서신면 제부리 224,37.17179362,126.6208747,체험
성남시,국가기록원 나라기록관,031-750-2000,경기도 성남시 수정구 대왕판교로 851번길 30,37.41755095,127.09543329999998,체험
고양시,증권박물관,031-900-7070,경기도 고양시 일산동구 호수로 358-8 한국예탁결제원,37.63853826,126.78601299999998,체험
파주시,나라사랑DMZ병영체험장,031-959-9477,경기도 파주시 적성면 감악산로 1377-12,37.96698505,126.92210630000001,체험
파주시,파주치즈스쿨,031-959-0773,경기도 파주시 적성면 윗배우니길 68,37.97387455,126.948074,체험
파주시,카트랜드,031-944-1580,경기도 파주시 탄현면 필승로 398-30,37.77742116,126.6844795,체험
용인시,이영미술관,031-213-8223,경기도 용인시 기흥구 흥덕4로 63,37.27731264,127.0900943,체험
용인시,삼성화재교통박물관,031-320-9900,경기도 용인시 처인구 포곡읍 애버랜드로 376번길 171,37.30037208,127.2169533,체험
군포시,비숲,031-438-2191,경기도 군포시 둔대로 28,37.32578827,126.88920130000001,체험
포천시,낙농체험 밀크스쿨 아트팜,031-536-5216,경기도 포천시 영북면 소회산리 119-3,38.08259128,127.2461821,체험
광주시,지월농원,031-797-0050,경기도 광주시 초월읍 현산안길 7-69,37.40275753,127.2888246,체험
광주시,곤지암베리팜,031-762-1474,경기도 광주시 곤지암읍 연곡리 135,37.37184399,127.39157990000001,체험
광주시,물환경전시관/전망대,031-8008-6937,경기도 광주시 남종면 산수로 1692,37.49958945,127.3030108,체험
오산시,서랑동 문화마을,031-8036-7582,경기도 오산시 서랑로105번길 29-5 일대,37.17377415,127.00644040000002,체험
수원시,예절교육관,031-247-5611,경기도 수원시 팔달구 정조로 893,37.28764484,127.01442949999999,체험
안성시,용설호문화마을,031-676-5518,경기도 안성시 죽산면 용설호수길 187,37.05332267,127.4460377,체험
안성시,안성맞춤천문과학관,031-675-6975,경기도 안성시 보개면 남사당로 198-9,37.03292256,127.3125318,체험
안성시,안성천문대,031-677-2245,경기도 안성시 미양면 천문대길 60,36.95556386,127.2339037,체험
군포시,물누리체험관,,경기도 군포시 호수로 170-85,37.32136191,126.8996545,체험
화성시,진주목장,031-356-0073,경기도 화성시 비봉면 일묵동길 24,37.24127708,126.87933100000001,체험
화성시,전곡리마을,031-356-8862,경기도 화성시 서신면 전곡항로14번길 1-16,,,체험
화성시,국화리마을,031-356-9940,경기도 화성시 우정읍 국화길 8,37.06108675,126.5589943,체험
화성시,상두리마을,010-8741-8650,경기도 화성시 향남읍 솔태상두길 141,37.10768815,126.94645420000002,체험
화성시,금당 엄나무마을,031-356-5470,경기도 화성시 마도면 금당복길 70,37.19175005,126.7422328,체험
화성시,장전 노루마을,031-357-7630,경기도 화성시 남양읍 장전길 58,37.26475602,126.82299640000002,체험
연천군,드라마미술전시장(3월오픈예정),031-834-7310,경기도 연천군 군남면 옥계안길 24-41,38.12089948,127.04721570000001,체험
광주시,경기도자박물관,031-799-1500,경기도 광주시 곤지암읍 경충대로 727,37.35027997,127.3347904,체험
양평군,광이원,031-774-4700,경기도 양평군 용문면 용문산로 120-11,37.50744026,127.60554270000002,체험
이천시,꾸메숲버섯나라,507-1452-3427,경기도 이천시 모가면 서경리 150-1,37.15739507,127.4861004,체험
파주시,DMZ해마루촌,010-2417-5100,경기도 파주시 진동면 해마루길 111,37.92591747,126.7871459,체험
파주시,모산목장,031-946-8026,경기도 파주시 탄현면 검산로519번길 6-36,37.80156567,126.7243229,체험
이천시,노성산정거장마을,031-641-5600,경기도 이천시 설성면 수산리 383-1,37.14039691,127.4981251,체험
포천시,교동장독대마을,031-534-5211,경기도 포천시 관인면 신교동로 148-11,38.10336595,127.2191985,체험
연천군,연천푸르내마을,031-833-5299,경기도 연천군 청산면 청연로 30-62,38.0347538,127.106728,체험
양평군,유기농마을,070-8839-6250,경기도 양평군 옥천면 하사천길 14,37.52734361,127.48584170000001,체험
양평군,양평보릿고개마을,031-774-7786,경기도 양평군 용문면 연안길 32-1,37.52678084,127.5570743,체험
여주시,여주서화마을,070-7722-0330,경기도 여주시 북내면 서원2길 38,37.39931991,127.6974722,체험
양주시,행원도예,031-826-0421,경기도 양주시 장흥면 가마골로 80,37.72518309,126.97684109999999,체험
고양시,중남미문화원,031-962-7171,경기도 고양시 덕양구 대양로285번길 33-15,37.70399984,126.89535649999999,체험
이천시,신둔초전통도예체험학습장,031-632-7006,경기도 이천시 신둔면 경충대로 3150번길 82-3,37.31028911,127.4035246,체험
파주시,파주장단콩마을,031-953-7600,경기도 파주시 군내면 통일촌길 64,37.91071683,126.7333027,체험
파주시,이시대의좋은소리,031-948-2072,경기도 파주시 광탄면 쇠장이길 21,37.77646648,126.90792759999998,체험
파주시,쇠꼴마을,031-959-0123,경기도 파주시 법원읍 금곡리 420-3,37.88257848,126.87319529999999,체험
파주시,파주나비나라박물관,031-955-3727,경기도 파주시 광인사길 161,37.71485121,126.68690169999999,체험
화성시,발리오스 승마클럽,031-373-8254,경기도 화성시 팔탄면 3.1만세로 641-28,37.11654874,126.860405,체험
화성시,말달리자 승마클럽,031-298-2588,경기도 화성시 매송면 원평리 48-5번지,37.24777073,126.92839380000001,체험
안성시,서일농원,031-673-3171,경기도 안성시 일죽면 금일로 332-17,37.08137613,127.47621550000001,체험
화성시,전곡항 요트,031-357-5249,경기도 화성시 서신면 전곡항로 5,37.18561539,126.6510723,체험
포천시,허브아일랜드,031-535-6494,경기도 포천시 신북면 청신로947번길 35,37.96592242,127.1317088,체험
평택시,바람새마을,010-5904-4695,경기도 평택시 고덕면 새악길 43-62,37.01332365,127.02015959999999,체험
파주시,임진각평화누리,031-956-8300,경기도 파주시 문산읍 임진각로 148-40,37.89204436,126.7447898,체험
의왕시,의왕조류생태과학관,031-8086-7490,경기도 의왕시 왕송못동길 209,37.31087236,126.9502606,체험
오산시,물향기수목원,031-378-1261,경기도 오산시 청학로 211,37.16624795,127.05434779999999,체험
양평군,풀향기 허브나라 & 더 토이:토이전시,031-771-1809,경기도 양평군 용문면 덕촌리 13-1,37.50744026,127.60554270000002,체험
구리시,구리시곤충생태관,031-550-2586,경기도 구리시 검배로 200,37.59203001,127.16139979999998,체험
용인시,청계목장,031-322-5200,경기도 용인시 처인구 백암면 청계로 104번길 20,37.15364577,127.39665159999998,체험
용인시,농도원목장,031-321-0445,경기도 용인시 처인구 원삼면 원양로377번길 1-34,37.1932958,127.29663190000001,체험
양평군,두물머리 생태학교,031-771-0551,경기도 양평군 양서면 두물머리길 108-22,37.536184999999996,127.3142788,체험
포천시,비둘기낭마을,031-536-9668,경기도 포천시 영북면 비둘기낭길 25,38.07187855,127.22818889999999,체험
파주시,임진각평화누리,031-956-8300,경기도 파주시 문산읍 임진각로 148-40,37.89204436,126.7447898,체험
안성시,안성천문대,031-677-2245,경기도 안성시 미양면 강덕리 천문대길 60,36.95556386,127.2339037,체험
여주시,도리늘향골마을,010-9174-7876,경기도 여주시 점동면 도리 133-1,37.22625901,127.70749769999999,체험
양주시,맹골마을,031-867-6978,경기도 양주시 남면 휴암로 443번길 29-6,37.89333729,126.9582067,체험
화성시,배혜정도가,031-354-9376,경기도 화성시 정남면 서봉로835,37.14958947,126.96094579999999,체험
남양주시,고로쇠마을,031-511-2521,경기도 남양주시 수동면 비룡로1705번길30,37.76397976,127.2818298,체험
가평군,별바라기마을,031-585-3823,경기도 가평군 조종면 명지산로 325,37.90133806,127.3725926,체험
가평군,아홉마지기 마을,031-582-3115,경기도 가평군 가평읍 용추로 238,37.84804886,127.4876674,체험
광명시,오리서원,02-898-6306,경기도 광명시 오리로 287,37.42851741,126.880501,체험
광명시,광명시자원회수시설,,경기도 광명시 가학로 142,37.41239657,126.86103940000001,체험
광명시,안터생태공원 생태체험,02-2619-1050,경기도 광명시 안재로1번길 27,37.45933257,126.86982169999999,체험
파주시,도라전망대,031-954-0303,경기도 파주시 장단면 제3땅굴로 310,37.90890549,126.7048144,체험
고양시,배다골테마파크,031-970-6330,경기도 고양시 덕양구 배다골길 131,37.63016381,126.84810729999998,체험
고양시,아쿠아플라넷일산,031-960-8500,경기도 고양시 일산서구 한류월드로 282,37.66382191,126.75563429999998,체험
부천시,플레이아쿠아리움부천,032-326-9500,경기도 부천시 조마루로 2,37.4998691,126.74426609999999,체험
안산시,별빛마을포토랜드,031-484-5050,경기도 안산시 상록구 수인로 1723,37.33944362,126.863453,체험
이천시,이천시몬스테라스,031-631-4071,경기도 이천시 사실로 988,37.19773088,127.44631820000001,체험
안양시,삼막애견공원,070-4140-4000,경기도 안양시 만안구 석수동 18,37.42885296,126.91481340000001,체험
파주시,파주산머루농원,031-958-4558,경기도 파주시 적성면 윗배우니길 441-25,37.96024784,126.95792040000002,체험
파주시,파주팜랜드,031-942-1533,경기도 파주시 탄현면 새오리로 318-34,37.81003058,126.6923913,체험
안성시,안성 서일농원,031-673-3171,경기도 안성시 일죽면 금일로 332-17,37.08137613,127.47621550000001,체험
안성시,안성 서일농원,031-673-3171,경기도 안성시 일죽면 금일로 332-17,37.08137613,127.47621550000001,체험
안성시,안성 서일농원,031-673-3171,경기도 안성시 일죽면 금일로 332-17,37.08137613,127.47621550000001,체험
광명시,광명동굴,070-4277-8902,경기도 광명시 가학로85번길 142,37.424668100000005,126.8634442,체험
여주시,오감도토리마을,031-886-8668,경기도 여주시 강천면 강천로 776,37.26836895,127.6900918,체험
가평군,가평아홉마지기마을,010-4580-8380,경기도 가평군 가평읍 용추로 238,37.84804886,127.4876674,체험
양평군,외갓집체험마을,031-772-3885,경기도 양평군 청운면 신론로 344,37.56187963,127.7750655,체험
양평군,신론리 외갓집체험마을,031-772-3402,경기도 양평군 청운면 상고론길 9-8,37.56236305,127.7764826,체험
화성시,행복텃밭,031-295-6212,경기도 화성시 매송면 화성로 2148-28,37.24788422,126.9038799,체험
화성시,시화호 환경학교,031-356-8152,경기도 화성시 송산면 공룡로540번길 27,,,체험
의정부시,의정부 부대찌개거리,031-828-2114,경기도 의정부시 호국로1309번길 7,37.74409547,127.0494983,체험
평택시,수도사,031-682-3169,경기도 평택시 포승읍 호암길 58,37.0023403,126.82166640000001,체험
파주시,헤이리예술마을,031-946-8551,경기도 파주시 탄현면 헤이리마을길 82-105,37.78807106,126.7037375,체험
이천시,부래미마을,031-643-0817,경기도 이천시 율면 금율로 640번길 177,37.058905200000005,127.5477801,체험
파주시,오두산 통일전망대,031-945-3171,경기도 파주시 탄현면 필승로 369,37.77302559,126.67710179999999,테마
파주시,오두산 통일전망대,031-945-3171,경기도 파주시 탄현면 필승로 369,37.77302559,126.67710179999999,테마
파주시,오두산 통일전망대,031-945-3171,경기도 파주시 탄현면 필승로 369,37.77302559,126.67710179999999,테마
파주시,오두산 통일전망대,031-945-3171,경기도 파주시 탄현면 필승로 369,37.77302559,126.67710179999999,테마
파주시,파주 제3땅굴,031-940-8526,경기도 파주시 군내면 제3땅굴로 210-358,37.91637622,126.69912959999999,테마
파주시,파주 제3땅굴,031-940-8526,경기도 파주시 군내면 제3땅굴로 210-358,37.91637622,126.69912959999999,테마
용인시,한국민속촌,031-288-0000,경기도 용인시 기흥구 민속촌로 90,37.26091947,127.12081299999998,테마
용인시,한국민속촌,031-288-0000,경기도 용인시 기흥구 민속촌로 90,37.26091947,127.12081299999998,테마
용인시,한국민속촌,031-288-0000,경기도 용인시 기흥구 민속촌로 90,37.26091947,127.12081299999998,테마
용인시,용인 대장금파크,031-337-3241,경기도 용인시 처인구 백암면 용천로 330,37.11944206,127.33709440000001,테마
용인시,용인 대장금파크,031-337-3241,경기도 용인시 처인구 백암면 용천로 330,37.11944206,127.33709440000001,테마
파주시,하니랜드,031-945-2250,경기도 파주시 조리읍 장곡로 218,37.75016895,126.83573870000001,테마
양주시,송추유원지,,경기도 양주시 장흥면 울대리,,,테마
파주시,한립토이뮤지엄,031-957-8470,경기도 파주시 탄현면 헤이리마을길 25,37.78798791,126.6967993,테마
파주시,소울원(笑鬱園),031-945-4261,경기도 파주시 탄현면 축현리 299-3,37.80575323,126.73360349999999,테마
의정부시,원효사,031-873-6083,경기도 의정부시 망월로28번길 356,37.70933054,127.0285388,테마
수원시,봉녕사,031-256-4127,경기도 수원시 팔달구 창룡대로 236-54,37.29058856,127.0382494,테마
파주시,용암사,031-940-5831,경기도 파주시 광탄면 혜음로 742-28,37.75378285,126.86510759999999,테마
광주시,천진암성지,031-764-5994,경기도 광주시 퇴촌면 천진암로 1203,37.42357109,127.3884043,테마
여주시,흥왕사,031-882-0631,경기도 여주시 북내면 당전로 345-4,37.34761095,127.70600790000002,테마
여주시,대성사(여주),031-882-9846,경기도 여주시 금사면 발림길 89-47,37.39081293,127.51163600000001,테마
파주시,검단사,031-940-5831,경기도 파주시 탄현면 필승로 292-33,37.76924926,126.6862043,테마
오산시,보적사,031-372-3433,경기도 오산시 독산성로269번길 144,37.18361826,127.01978290000001,테마
수원시,팔달사,031-256-7990,경기도 수원시 팔달구 행궁로 68,37.27630791,127.0150551,테마
여주시,능원사,,경기도 여주시 북내면 모양길 37,37.34436958,127.66965630000001,테마
의정부시,석림사,031-872-5110,경기도 의정부시 동일로122번길 177,37.70119214,127.0662635,테마
파주시,보광사,031-948-7700,경기도 파주시 광탄면 보광로474번길 87,37.75371658,126.92047109999999,테마
화성시,용주사,031-234-0040,경기도 화성시 용주로 136,37.21178295,127.0056182,테마
양주시,육지장사,031-871-0101,경기도 양주시 백석읍 기산로471번길 190,37.78366272,126.94384740000001,테마
평택시,심복사,031-682-5588,경기도 평택시 현덕면 심복사길 22,36.95047852,126.96596869999999,테마
양주시,백화암,031-840-1582,경기도 양주시 백화암길 191,37.79456141,127.02679369999998,테마
광주시,명성암,031-762-9026,경기도 광주시 남종면 산수로 1876-34,37.50536187,127.3164935,테마
연천군,임진강 평화습지원,031-839-2114,경기도 연천군 중면 횡산리 186,38.12077014,126.9886727,테마
파주시,가야랜드,031-959-9100,경기도 파주시 법원읍 사임당로 674,37.851249700000004,126.85672520000001,테마
오산시,유엔군 초전기념관,031-377-1625,경기도 오산시 경기도대로 742,,,테마
양주시,대승사,031-855-5035,경기도 양주시 장흥면 권율로 420-4,37.745170200000004,126.9599242,테마
김포시,문수사,031-989-6897,경기도 김포시 월곶면 성동리 산 37,,,테마
동두천시,벨기에·룩셈부르크참전기념탑,,경기도 동두천시 상봉암동 13,37.94615794,127.06520420000001,테마
파주시,경기평화센터,031-952-2167,경기도 파주시 문산읍 임진각로 148-53,37.89042966,126.7403709,테마
파주시,임진각관광지,031-953-4744,경기도 파주시 문산읍 임진각로 148-53,37.89042966,126.7403709,테마
동두천시,자재암,031-865-4045,경기도 동두천시 평화로2910번길 140,37.94593626,127.0693244,테마
이천시,미란다스파플러스,031-639-5116,경기도 이천시 중리천로115번길 45,37.27638956,127.4507631,테마
파주시,도라산역,031-953-3334,경기도 파주시 장단면 희망로 307,37.89885257,126.7096314,테마
광주시,웰네스스파,031-8026-5605,경기도 광주시 도척면 도척윗로 278,37.33749238,127.29632279999998,테마
남양주시,봉선사,031-527-1951,경기도 남양주시 진접읍 봉선사길 32,37.74639755,127.1836284,테마
김포시,약암홍염천,031-989-7000,경기도 김포시 대곶면 약암로 965-7,37.63856861,126.5522798,테마
파주시,파주 영국군 설마리 전투비,031-940-4398,경기도 파주시 적성면 마지리 산2-2,37.94756777,126.93237830000001,테마
